Date,No of Trans,Max,Min,Close,Volume
2017-01-08,84.0,530.0,523.0,526.0,15913.0
2017-01-09,57.0,534.0,522.0,527.0,9052.0
2017-01-10,41.0,540.0,530.0,538.0,8453.0
2017-01-11,52.0,548.0,535.0,535.0,10416.0
2017-01-12,36.0,542.0,536.0,539.0,4682.0
2017-01-15,32.0,541.0,534.0,534.0,3928.0
2017-01-16,55.0,536.0,525.0,525.0,9698.0
2017-01-17,44.0,533.0,519.0,528.0,10769.0
2017-01-18,54.0,535.0,526.0,526.0,9710.0
2017-01-19,43.0,531.0,522.0,522.0,9345.0
2017-01-22,67.0,525.0,518.0,523.0,12691.0
2017-01-23,65.0,527.0,514.0,520.0,10188.0
2017-01-24,111.0,520.0,508.0,508.0,16330.0
2017-01-25,120.0,506.0,491.0,499.0,17392.0
2017-01-26,248.0,495.0,474.0,481.0,35458.0
2017-01-30,254.0,485.0,455.0,460.0,43025.0
2017-01-31,186.0,470.0,433.0,461.0,42226.0
2017-02-01,219.0,490.0,460.0,485.0,41563.0
2017-02-02,280.0,513.0,483.0,483.0,50297.0
2017-02-05,131.0,490.0,475.0,483.0,14956.0
2017-02-06,83.0,485.0,470.0,476.0,11686.0
2017-02-07,91.0,480.0,467.0,474.0,14526.0
2017-02-08,190.0,474.0,457.0,463.0,24652.0
2017-02-09,236.0,465.0,450.0,453.0,40210.0
2017-02-12,229.0,455.0,432.0,442.0,36123.0
2017-02-13,253.0,452.0,424.0,450.0,50261.0
2017-02-14,159.0,455.0,436.0,451.0,25590.0
2017-02-15,177.0,469.0,452.0,468.0,28080.0
2017-02-16,262.0,478.0,462.0,473.0,40171.0
2017-02-19,199.0,485.0,464.0,478.0,39293.0
2017-02-20,239.0,497.0,474.0,474.0,37421.0
2017-02-21,167.0,492.0,465.0,477.0,25647.0
2017-02-22,97.0,476.0,465.0,471.0,14972.0
2017-02-23,74.0,475.0,458.0,470.0,10983.0
2017-02-26,59.0,472.0,466.0,466.0,5694.0
2017-02-28,100.0,464.0,450.0,459.0,13798.0
2017-03-01,58.0,465.0,451.0,465.0,9841.0
2017-03-02,113.0,470.0,461.0,461.0,17397.0
2017-03-05,101.0,475.0,464.0,475.0,24087.0
2017-03-06,119.0,488.0,472.0,476.0,19660.0
2017-03-07,97.0,476.0,468.0,470.0,16252.0
2017-03-09,71.0,478.0,470.0,473.0,12255.0
2017-03-13,89.0,479.0,469.0,470.0,17416.0
2017-03-14,189.0,480.0,465.0,472.0,43721.0
2017-03-15,168.0,481.0,468.0,477.0,39640.0
2017-03-16,158.0,479.0,475.0,477.0,26979.0
2017-03-19,176.0,483.0,475.0,480.0,38078.0
2017-03-20,206.0,493.0,476.0,490.0,64935.0
2017-03-21,305.0,512.0,489.0,512.0,81591.0
2017-03-22,571.0,561.0,520.0,545.0,133347.0
2017-03-23,555.0,556.0,535.0,546.0,92572.0
2017-03-26,504.0,561.0,545.0,555.0,114862.0
2017-03-28,446.0,577.0,555.0,565.0,134446.0
2017-03-29,744.0,579.0,558.0,560.0,170876.0
2017-03-30,1082.0,575.0,557.0,574.0,399541.0
2017-04-03,407.0,511.0,474.0,506.0,135845.0
2017-04-04,322.0,511.0,490.0,500.0,61848.0
2017-04-06,205.0,510.0,486.0,493.0,43141.0
2017-04-09,188.0,504.0,478.0,480.0,56487.0
2017-04-10,239.0,487.0,474.0,482.0,101435.0
2017-04-11,223.0,508.0,482.0,492.0,60139.0
2017-04-12,194.0,510.0,480.0,480.0,47419.0
2017-04-13,206.0,489.0,471.0,476.0,56961.0
2017-04-16,143.0,483.0,463.0,474.0,36674.0
2017-04-18,299.0,470.0,450.0,458.0,156152.0
